block_id,sampled_before_constraints_mean,after_projection_mean,after_cap_mean,after_calibration_mean,final_mean,delta_projection_mean,delta_projection_radiation_mean,delta_projection_thermal_mean,delta_cap_mean,delta_calibration_mean,total_adjustment_abs_mean,constraint_pressure_score,per_cell_delta_abs,projection_active_rate,cap_active_rate,calibration_active_rate,rule_CL1_active,rule_CL3_active,rule_CL5_active,explainability_status,reject_reason
47,-2.1136155378874424,-2.1136155378874424,-2.1136155378874424,-2.104712749281278,-2.104712749281278,0.007224641096105929,0.007224641096105929,0.0,0.0,0.023082798439206468,0.030307439535312397,0.030307439535312397,"[[0.10492295274452496, 0.01577747859994849, 0.0007858746069187017], [0.05863228834730372, 0.06164377111940578, 0.006279580671901819], [0.05863228834730383, 0.0846640362191633, 0.006279580671902263], [0.012754653356755519, 0.0023646193934916404, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.0]]",0.26666666666666666,0.0,0.9333333333333333,True,False,False,pass,
48,-2.10155094921639,-2.10155094921639,-2.10155094921639,-2.1011740468010616,-2.1011740468010616,0.02857924515240898,0.02857924515240898,0.0,0.0,0.021598597109677358,0.05017784226208633,0.05017784226208633,"[[0.010411907056537661, 0.01577747859994849, 0.01575302507164711], [0.10250617582388011, 0.11292235349126822, 0.09604631086938209], [0.10250617582388011, 0.11292235349126822, 0.09345086482761511], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.03337724717455526]]",0.4,0.0,1.0,True,False,False,pass,
49,-2.086528010654039,-2.086528010654039,-2.086528010654039,-2.0846200855641763,-2.0846200855641763,0.031005644363430132,0.031005644363430132,0.0,0.0,0.01867932016093783,0.049684964524367964,0.049684964524367964,"[[0.0, 0.01577747859994849, 0.0007858746069187017], [0.1634848091630059, 0.0851088646995295, 0.08107916040465346], [0.1634848091630059, 0.08510886469952972, 0.09345086482761511], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.0]]",0.26666666666666666,0.0,0.8666666666666667,True,False,False,pass,
50,-2.0244228118774434,-2.0244228118774434,-2.0244228118774434,-2.0252412180515975,-2.0252412180515975,0.0,0.0,0.0,0.0,0.02863656517348232,0.02863656517348232,0.02863656517348232,"[[0.0, 0.01577747859994849, 0.0007858746069187017], [0.06741271717002739, 0.04429881211661213, 0.02359948423197067], [0.07649513434388922, 0.0673190772163701, 0.03597118865493232], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.04089496896025313]]",0.0,0.0,0.9333333333333333,False,False,False,pass,
51,-2.0645240930017454,-2.0645240930017454,-2.0645240930017454,-2.0556213043955816,-2.0556213043955816,0.020110426885471076,0.020110426885471076,0.0,0.0,0.02528497990380674,0.045395406789277816,0.045395406789277816,"[[0.10492295274452496, 0.01577747859994849, 0.0007858746069187017], [0.1553694102279639, 0.06164377111940578, 0.01651636098450182], [0.1553694102279639, 0.0846640362191633, 0.028888065407463692], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.0]]",0.13333333333333333,0.0,0.9333333333333333,True,False,False,pass,
52,-2.0821855703215424,-2.0821855703215424,-2.0821855703215424,-2.079908153679891,-2.079908153679891,0.0,0.0,0.0,0.0,0.023737762753622417,0.023737762753622417,0.023737762753622417,"[[0.005542373276827717, 0.01577747859994849, 0.0007858746069187017], [0.04120784210815026, 0.001351432883342163, 0.07368701821988122], [0.05029025928201225, 0.02437169798309946, 0.08605872264284331], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.0]]",0.0,0.0,0.9333333333333333,False,False,False,pass,
53,-2.069406180997263,-2.069406180997263,-2.069406180997263,-2.0683506856544884,-2.0683506856544884,0.012240136481465698,0.012240136481465698,0.0,0.0,0.019480397099534842,0.03172053358100054,0.03172053358100054,"[[0.013281297170944284, 0.01577747859994849, 0.0007858746069187017], [0.06741271717002739, 0.0298516344208124, 0.0796453739515397], [0.07649513434388922, 0.0298516344208124, 0.0796453739515397], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.02606774337726314]]",0.26666666666666666,0.0,1.0,True,False,False,pass,
54,-2.1198599375131244,-2.1198599375131244,-2.1198599375131244,-2.1164935697635103,-2.1164935697635103,0.007398505806053797,0.007398505806053797,0.0,0.0,0.009327208100068785,0.016725713906122583,0.016725713906122583,"[[0.0218766398962717, 0.01577747859994849, 0.0007858746069187017], [0.007699773770110885, 0.0638403609121021, 0.0038909235244015683], [0.007699773770110885, 0.0638403609121021, 0.008480780898559637], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.0]]",0.26666666666666666,0.0,0.9333333333333333,True,False,False,pass,
55,-2.0808130150286095,-2.0808130150286095,-2.0808130150286095,-2.0789050899387473,-2.0789050899387473,0.014706404167366304,0.014706404167366304,0.0,0.0,0.013249908235219047,0.02795631240258535,0.02795631240258535,"[[0.0, 0.01577747859994849, 0.0007858746069187017], [0.03250608573568098, 0.09384328665637587, 0.04035857096176221], [0.03250608573568098, 0.09384328665637565, 0.0527302753847243], [0.012754653356755519, 0.0023646193934916404, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.0]]",0.26666666666666666,0.0,0.8666666666666667,True,False,False,pass,
56,-2.03754979514016,-2.03754979514016,-2.03754979514016,-2.0378704773663925,-2.0378704773663925,0.02643516198198349,0.02643516198198349,0.0,0.0,0.017854504482302094,0.04428966646428559,0.04428966646428559,"[[0.0, 0.01577747859994849, 0.0007858746069187017], [0.1595912585238884, 0.05472379747779721, 0.05817848794417735], [0.15959125852388845, 0.05472379747779721, 0.07055019236713855], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.033429109741416774]]",0.26666666666666666,0.0,0.9333333333333333,True,False,False,pass,
57,-2.1254437378211404,-2.1254437378211404,-2.1254437378211404,-2.123535812731278,-2.123535812731278,0.01096877616246384,0.01096877616246384,0.0,0.0,0.012133952400079225,0.023102728562543067,0.023102728562543067,"[[0.0, 0.01577747859994849, 0.0007858746069187017], [0.02284700441672438, 0.03198890219821404, 0.070145877600166], [0.02284700441672438, 0.055009167297971784, 0.07014587760016555], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.0]]",0.26666666666666666,0.0,0.8666666666666667,True,False,False,pass,
58,-2.1306543403229528,-2.1306543403229528,-2.1306543403229528,-2.12874641523309,-2.12874641523309,0.028209202098783637,0.028209202098783637,0.0,0.0,0.007868765440317308,0.03607796753910095,0.03607796753910095,"[[0.0, 0.01577747859994849, 0.0007858746069187017], [0.0003918718990578718, 0.111768868681412, 0.11749613182082408], [0.008690545274804062, 0.11176886868141178, 0.11749613182082452], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.0]]",0.26666666666666666,0.0,0.8666666666666667,True,False,False,pass,
59,-2.1290679853914005,-2.1290679853914005,-2.1290679853914005,-2.1271600603015375,-2.1271600603015375,0.03091854300616544,0.03091854300616544,0.0,0.0,0.007868765440317293,0.03878730844648273,0.03878730844648273,"[[0.0, 0.01577747859994849, 0.0007858746069187017], [0.10639695626521695, 0.08924638667121765, 0.05848292295809587], [0.10639695626521695, 0.08924638667121743, 0.05848292295809632], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.0]]",0.4,0.0,0.8666666666666667,True,False,False,pass,
60,-2.0754088534132387,-2.0754088534132387,-2.0754088534132387,-2.0791466828572807,-2.0791466828572807,0.0,0.0,0.0,0.0,0.03701722464159947,0.03701722464159947,0.03701722464159947,"[[0.0, 0.01577747859994849, 0.0007858746069187017], [0.06741271717002739, 0.02777840743065174, 0.08107916040465346], [0.07649513434388922, 0.05079867253040948, 0.09345086482761511], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.08468631800856574]]",0.0,0.0,0.9333333333333333,False,False,False,pass,
61,-2.0772103463960345,-2.0772103463960345,-2.0772103463960345,-2.0759081276098263,-2.0759081276098263,0.016000194312811602,0.016000194312811602,0.0,0.0,0.018666395102991118,0.03466658941580272,0.03466658941580272,"[[0.0, 0.01577747859994849, 0.0007858746069187017], [0.06741271717002745, 0.13151158989596556, 0.009026708022615626], [0.07649513434388922, 0.13151158989596556, 0.021398412445577275], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.009085594554820275]]",0.13333333333333333,0.0,0.9333333333333333,True,False,False,pass,
62,-2.0267151962109944,-2.0267151962109944,-2.0267151962109944,-2.0271221443767886,-2.0271221443767886,0.002805940630783906,0.002805940630783906,0.0,0.0,0.020817291239925796,0.0236232318707097,0.0236232318707097,"[[0.0, 0.01577747859994849, 0.0007858746069187017], [0.06741271717002739, 0.012339676909608688, 0.02723040694236034], [0.07649513434388922, 0.035359942009365986, 0.02723040694236034], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.034723098834853694]]",0.13333333333333333,0.0,0.9333333333333333,True,False,False,pass,
63,-2.1172779643440185,-2.1172779643440185,-2.1172779643440185,-2.1160672400596043,-2.1160672400596043,0.02915935923832697,0.02915935923832697,0.0,0.0,0.013700143464969384,0.042859502703296345,0.042859502703296345,"[[0.038506329144028795, 0.01577747859994849, 0.0007858746069187017], [0.01092256500244626, 0.19016189278588613, 0.0398479298474097], [0.01092256500244615, 0.19016189278588636, 0.0398479298474097], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.04896434122575233]]",0.4,0.0,1.0,True,False,False,pass,
64,-2.101081164909498,-2.101081164909498,-2.101081164909498,-2.0991732398196357,-2.0991732398196357,0.018312795275112002,0.018312795275112002,0.0,0.0,0.012635986758897478,0.03094878203400948,0.03094878203400948,"[[0.0, 0.01577747859994849, 0.0007858746069187017], [0.00486941097078919, 0.030884748918561744, 0.14353181677482052], [0.013951828144650902, 0.05390501401831971, 0.1435318167748203], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.0]]",0.13333333333333333,0.0,0.8666666666666667,True,False,False,pass,
65,-2.1001696318916365,-2.1001696318916365,-2.1001696318916365,-2.091266843285472,-2.091266843285472,0.0021777062911655007,0.0021777062911655007,0.0,0.0,0.01645841553300607,0.01863612182417157,0.01863612182417157,"[[0.10492295274452496, 0.01577747859994849, 0.0007858746069187017], [0.010611172237611877, 0.0013497270852911303, 0.022518649395221413], [0.01969358941147381, 0.02436999218504865, 0.022518649395221857], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.0]]",0.13333333333333333,0.0,0.9333333333333333,True,False,False,pass,
66,-2.039459634833337,-2.039459634833337,-2.039459634833337,-2.037575656073074,-2.037575656073074,0.0018472970474371574,0.0018472970474371574,0.0,0.0,0.011592521487025295,0.013439818534462451,0.013439818534462451,"[[0.0, 0.01577747859994849, 0.0007858746069187017], [0.020617066582904964, 0.025364860405657108, 0.007131506295407597], [0.029699483756766842, 0.02536486040565733, 0.019503210718368358], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.00035919494399472285]]",0.13333333333333333,0.0,0.9333333333333333,True,False,False,pass,
