Радиация,Температура,Время,Выживаемость,thermal_rank,thermal_label,CEM43,generation_block
4.0,43.0,45.0,0.04408508431217259,1,43C_45min,45.0,31
2.0,43.0,45.0,0.04399103047117508,1,43C_45min,45.0,36
6.0,44.0,30.0,0.0002608693910086002,2,44C_30min,60.0,35
4.0,44.0,30.0,0.007008887066525998,2,44C_30min,60.0,41
6.0,42.0,45.0,0.021709486476088925,0,42C_45min,11.25,46
0.0,43.0,45.0,0.19646903710136315,1,43C_45min,45.0,62
8.0,43.0,45.0,4.599064537720421e-05,1,43C_45min,45.0,22
6.0,44.0,30.0,0.00028065679052975066,2,44C_30min,60.0,3
0.0,44.0,30.0,0.021546227501643377,2,44C_30min,60.0,34
6.0,44.0,30.0,0.00023680107725291568,2,44C_30min,60.0,34
6.0,43.0,45.0,0.017987065671661456,1,43C_45min,45.0,61
4.0,42.0,45.0,0.29550803451611074,0,42C_45min,11.25,52
8.0,44.0,30.0,0.0,2,44C_30min,60.0,17
8.0,42.0,45.0,0.0004755687127190935,0,42C_45min,11.25,54
6.0,43.0,45.0,0.009322168865405378,1,43C_45min,45.0,47
8.0,42.0,45.0,0.0009929853908531413,0,42C_45min,11.25,45
8.0,42.0,45.0,0.0009737052439411714,0,42C_45min,11.25,55
8.0,43.0,45.0,3.8754225520637296e-05,1,43C_45min,45.0,34
0.0,44.0,30.0,0.035938795990401486,2,44C_30min,60.0,30
4.0,44.0,30.0,0.007743022602597951,2,44C_30min,60.0,1
0.0,42.0,45.0,0.53,0,42C_45min,11.25,48
4.0,44.0,30.0,0.007046148714187866,2,44C_30min,60.0,32
2.0,42.0,45.0,0.28247977776636823,0,42C_45min,11.25,38
2.0,42.0,45.0,0.2534074180249661,0,42C_45min,11.25,29
8.0,42.0,45.0,0.0008315117013792424,0,42C_45min,11.25,24
8.0,43.0,45.0,4.686677571255174e-05,1,43C_45min,45.0,5
4.0,42.0,45.0,0.26935313264145716,0,42C_45min,11.25,4
8.0,43.0,45.0,4.295211874256117e-05,1,43C_45min,45.0,42
4.0,43.0,45.0,0.04557679924785022,1,43C_45min,45.0,18
2.0,44.0,30.0,0.006190955472872772,2,44C_30min,60.0,19
2.0,44.0,30.0,0.01024031742220036,2,44C_30min,60.0,24
8.0,44.0,30.0,0.0,2,44C_30min,60.0,23
6.0,44.0,30.0,0.0002403976509462823,2,44C_30min,60.0,30
8.0,43.0,45.0,4.651984507445923e-05,1,43C_45min,45.0,18
0.0,44.0,30.0,0.016082782377479392,2,44C_30min,60.0,1
4.0,43.0,45.0,0.044187213532992466,1,43C_45min,45.0,12
8.0,43.0,45.0,5.188871111745175e-05,1,43C_45min,45.0,24
0.0,43.0,45.0,0.2448439351657749,1,43C_45min,45.0,59
2.0,44.0,30.0,0.007008887066525998,2,44C_30min,60.0,41
2.0,42.0,45.0,0.21771463932884097,0,42C_45min,11.25,15
4.0,43.0,45.0,0.06387775260066697,1,43C_45min,45.0,38
0.0,42.0,45.0,0.5205244443126952,0,42C_45min,11.25,65
8.0,43.0,45.0,5.7593148565146204e-05,1,43C_45min,45.0,43
6.0,43.0,45.0,0.013092480840612696,1,43C_45min,45.0,36
0.0,44.0,30.0,0.01663153675499781,2,44C_30min,60.0,39
4.0,44.0,30.0,0.00845043419285136,2,44C_30min,60.0,42
0.0,43.0,45.0,0.18442550637243607,1,43C_45min,45.0,12
6.0,43.0,45.0,0.013619309135380005,1,43C_45min,45.0,44
2.0,42.0,45.0,0.3006113745516211,0,42C_45min,11.25,45
2.0,44.0,30.0,0.005455097405205055,2,44C_30min,60.0,39
4.0,44.0,30.0,0.006102928382371573,2,44C_30min,60.0,58
4.0,44.0,30.0,0.008899788692668295,2,44C_30min,60.0,26
2.0,42.0,45.0,0.2740315142651249,0,42C_45min,11.25,11
8.0,43.0,45.0,3.090962688524257e-05,1,43C_45min,45.0,16
6.0,42.0,45.0,0.025322240555139118,0,42C_45min,11.25,42
2.0,44.0,30.0,0.0072711493015948465,2,44C_30min,60.0,59
8.0,44.0,30.0,3.659862766551844e-08,2,44C_30min,60.0,44
2.0,44.0,30.0,0.006928535379316253,2,44C_30min,60.0,25
8.0,42.0,45.0,0.0009471944400709238,0,42C_45min,11.25,27
2.0,43.0,45.0,0.04772387515309607,1,43C_45min,45.0,5
8.0,43.0,45.0,6.424662357688098e-05,1,43C_45min,45.0,7
2.0,42.0,45.0,0.26997296692636,0,42C_45min,11.25,40
4.0,42.0,45.0,0.25016425888496874,0,42C_45min,11.25,64
2.0,44.0,30.0,0.008899788692668295,2,44C_30min,60.0,26
2.0,43.0,45.0,0.03800048791841279,1,43C_45min,45.0,7
8.0,44.0,30.0,0.0,2,44C_30min,60.0,7
0.0,44.0,30.0,0.01778695647290266,2,44C_30min,60.0,28
2.0,44.0,30.0,0.008216958258400948,2,44C_30min,60.0,35
8.0,42.0,45.0,0.000422474212770478,0,42C_45min,11.25,30
6.0,42.0,45.0,0.021327045713917935,0,42C_45min,11.25,27
4.0,43.0,45.0,0.03614114704037976,1,43C_45min,45.0,6
2.0,44.0,30.0,0.01002482924561133,2,44C_30min,60.0,62
2.0,43.0,45.0,0.03614114704037976,1,43C_45min,45.0,6
6.0,44.0,30.0,0.00032956837571591685,2,44C_30min,60.0,22
2.0,42.0,45.0,0.3441057934788478,0,42C_45min,11.25,66
6.0,44.0,30.0,0.00028898191982757544,2,44C_30min,60.0,61
4.0,44.0,30.0,0.01002482924561133,2,44C_30min,60.0,62
6.0,43.0,45.0,0.009688303342462788,1,43C_45min,45.0,40
8.0,43.0,45.0,4.380678072500747e-05,1,43C_45min,45.0,39
0.0,43.0,45.0,0.21142376455174894,1,43C_45min,45.0,41
6.0,42.0,45.0,0.018696193624601547,0,42C_45min,11.25,6
0.0,43.0,45.0,0.19219641106034488,1,43C_45min,45.0,1
6.0,44.0,30.0,0.0003198857475764528,2,44C_30min,60.0,26
8.0,43.0,45.0,2.062884552614437e-05,1,43C_45min,45.0,35
2.0,42.0,45.0,0.31198967438164826,0,42C_45min,11.25,3
0.0,44.0,30.0,0.022298009173083097,2,44C_30min,60.0,3
2.0,43.0,45.0,0.054924790745469174,1,43C_45min,45.0,22
4.0,43.0,45.0,0.048902964075679414,1,43C_45min,45.0,11
4.0,43.0,45.0,0.03856604462306657,1,43C_45min,45.0,33
6.0,44.0,30.0,0.0003938710090507588,2,44C_30min,60.0,58
0.0,44.0,30.0,0.02981077030203011,2,44C_30min,60.0,40
6.0,44.0,30.0,0.00036122784613738215,2,44C_30min,60.0,50
0.0,42.0,45.0,0.53,0,42C_45min,11.25,7
6.0,44.0,30.0,0.00034549817135857454,2,44C_30min,60.0,28
2.0,42.0,45.0,0.3093070754440333,0,42C_45min,11.25,12
8.0,44.0,30.0,0.0,2,44C_30min,60.0,29
0.0,43.0,45.0,0.13772300783158617,1,43C_45min,45.0,28
2.0,44.0,30.0,0.006102928382371573,2,44C_30min,60.0,58
0.0,44.0,30.0,0.018606728798653948,2,44C_30min,60.0,59
6.0,43.0,45.0,0.010899411201481838,1,43C_45min,45.0,45
0.0,44.0,30.0,0.018711974794803903,2,44C_30min,60.0,12
6.0,43.0,45.0,0.011614413661920066,1,43C_45min,45.0,26
0.0,43.0,45.0,0.2581380158788716,1,43C_45min,45.0,61
2.0,42.0,45.0,0.28748378740927905,0,42C_45min,11.25,53
2.0,44.0,30.0,0.007635723893381072,2,44C_30min,60.0,64
8.0,44.0,30.0,0.0,2,44C_30min,60.0,45
8.0,43.0,45.0,4.423738343047069e-05,1,43C_45min,45.0,25
0.0,43.0,45.0,0.1799775270385943,1,43C_45min,45.0,64
4.0,42.0,45.0,0.24041762274545694,0,42C_45min,11.25,50
4.0,43.0,45.0,0.044721417235146756,1,43C_45min,45.0,17
2.0,42.0,45.0,0.26425105891218226,0,42C_45min,11.25,36
6.0,43.0,45.0,0.007420444237238496,1,43C_45min,45.0,22
2.0,44.0,30.0,0.007743022602597951,2,44C_30min,60.0,1
8.0,44.0,30.0,0.0,2,44C_30min,60.0,21
8.0,43.0,45.0,4.897736209846756e-05,1,43C_45min,45.0,50
0.0,44.0,30.0,0.03520976442344981,2,44C_30min,60.0,15
2.0,43.0,45.0,0.04981693172243696,1,43C_45min,45.0,12
8.0,43.0,45.0,3.755051678837214e-05,1,43C_45min,45.0,65
8.0,42.0,45.0,0.0007258224884796524,0,42C_45min,11.25,1
0.0,43.0,45.0,0.19297562334761675,1,43C_45min,45.0,24
6.0,44.0,30.0,0.0003266586721942064,2,44C_30min,60.0,44
6.0,44.0,30.0,0.0002087375914357385,2,44C_30min,60.0,57
0.0,42.0,45.0,0.40349810490491494,0,42C_45min,11.25,23
0.0,43.0,45.0,0.14977057975140376,1,43C_45min,45.0,29
0.0,43.0,45.0,0.14095193700547362,1,43C_45min,45.0,37
8.0,43.0,45.0,6.863554461778092e-05,1,43C_45min,45.0,55
8.0,43.0,45.0,3.188261074606175e-05,1,43C_45min,45.0,13
2.0,44.0,30.0,0.00845043419285136,2,44C_30min,60.0,42
4.0,44.0,30.0,0.007021468953941012,2,44C_30min,60.0,6
4.0,44.0,30.0,0.007229314411477592,2,44C_30min,60.0,37
8.0,43.0,45.0,4.7084362744755144e-05,1,43C_45min,45.0,4
8.0,42.0,45.0,0.0009563972712261968,0,42C_45min,11.25,41
2.0,43.0,45.0,0.06326480616884429,1,43C_45min,45.0,19
6.0,42.0,45.0,0.02782620785176259,0,42C_45min,11.25,56
2.0,43.0,45.0,0.058407702897843125,1,43C_45min,45.0,29
4.0,44.0,30.0,0.008642301517296903,2,44C_30min,60.0,10
2.0,44.0,30.0,0.008199349514484202,2,44C_30min,60.0,5
0.0,42.0,45.0,0.53,0,42C_45min,11.25,49
0.0,43.0,45.0,0.19113854441724945,1,43C_45min,45.0,30
8.0,43.0,45.0,6.176505165192485e-05,1,43C_45min,45.0,12
4.0,42.0,45.0,0.2511317124977404,0,42C_45min,11.25,18
0.0,43.0,45.0,0.16911548082009042,1,43C_45min,45.0,16
8.0,42.0,45.0,0.0006060510582231225,0,42C_45min,11.25,32
0.0,44.0,30.0,0.02227584599077139,2,44C_30min,60.0,8
2.0,42.0,45.0,0.29332266490919956,0,42C_45min,11.25,63
4.0,43.0,45.0,0.051242413742918616,1,43C_45min,45.0,34
2.0,44.0,30.0,0.00813288006473662,2,44C_30min,60.0,55
6.0,44.0,30.0,0.0002621883654135951,2,44C_30min,60.0,39
6.0,44.0,30.0,0.00020674709453990752,2,44C_30min,60.0,8
0.0,43.0,45.0,0.18239298642791876,1,43C_45min,45.0,8
8.0,43.0,45.0,4.0986073622604666e-05,1,43C_45min,45.0,31
4.0,44.0,30.0,0.006418124154903698,2,44C_30min,60.0,46
0.0,44.0,30.0,0.02192626514512491,2,44C_30min,60.0,4
8.0,43.0,45.0,3.465822157546615e-05,1,43C_45min,45.0,57
0.0,44.0,30.0,0.024264190722162654,2,44C_30min,60.0,61
8.0,44.0,30.0,0.0,2,44C_30min,60.0,24
2.0,42.0,45.0,0.37510970679654426,0,42C_45min,11.25,18
4.0,42.0,45.0,0.31198967438164826,0,42C_45min,11.25,3
6.0,42.0,45.0,0.028419650747874028,0,42C_45min,11.25,23
2.0,44.0,30.0,0.009293390669391699,2,44C_30min,60.0,13
8.0,44.0,30.0,0.0,2,44C_30min,60.0,66
8.0,44.0,30.0,0.0,2,44C_30min,60.0,55
4.0,42.0,45.0,0.2529868344424138,0,42C_45min,11.25,49
8.0,43.0,45.0,4.1532725889163944e-05,1,43C_45min,45.0,17
8.0,43.0,45.0,5.602898851198147e-05,1,43C_45min,45.0,29
2.0,44.0,30.0,0.008452903761189212,2,44C_30min,60.0,45
6.0,42.0,45.0,0.032717453541811554,0,42C_45min,11.25,20
0.0,43.0,45.0,0.14742192652367195,1,43C_45min,45.0,23
6.0,44.0,30.0,0.00029411784074518136,2,44C_30min,60.0,64
2.0,43.0,45.0,0.059541387085720016,1,43C_45min,45.0,10
6.0,42.0,45.0,0.018612703679914567,0,42C_45min,11.25,8
6.0,44.0,30.0,0.00021412923441036877,2,44C_30min,60.0,52
6.0,43.0,45.0,0.010536147050647763,1,43C_45min,45.0,3
8.0,43.0,45.0,3.201742072128238e-05,1,43C_45min,45.0,23
0.0,44.0,30.0,0.028925174685898145,2,44C_30min,60.0,62
8.0,42.0,45.0,0.0006309462807169367,0,42C_45min,11.25,9
6.0,43.0,45.0,0.011227625486182544,1,43C_45min,45.0,31
8.0,44.0,30.0,0.0,2,44C_30min,60.0,26
0.0,42.0,45.0,0.53,0,42C_45min,11.25,42
6.0,43.0,45.0,0.01408888375871964,1,43C_45min,45.0,21
6.0,42.0,45.0,0.020687822317014513,0,42C_45min,11.25,1
2.0,43.0,45.0,0.049664078066455224,1,43C_45min,45.0,54
0.0,42.0,45.0,0.53,0,42C_45min,11.25,53
2.0,42.0,45.0,0.23340851280762437,0,42C_45min,11.25,54
4.0,43.0,45.0,0.03986517951682614,1,43C_45min,45.0,27
0.0,44.0,30.0,0.02244681158473062,2,44C_30min,60.0,36
6.0,43.0,45.0,0.01077445853303659,1,43C_45min,45.0,41
8.0,43.0,45.0,4.36893393293125e-05,1,43C_45min,45.0,2
0.0,42.0,45.0,0.53,0,42C_45min,11.25,12
6.0,43.0,45.0,0.011158782770130212,1,43C_45min,45.0,16
4.0,44.0,30.0,0.00813288006473662,2,44C_30min,60.0,55
8.0,42.0,45.0,0.0005383989412382439,0,42C_45min,11.25,44
6.0,42.0,45.0,0.024885753562941232,0,42C_45min,11.25,50
4.0,44.0,30.0,0.007167822338885982,2,44C_30min,60.0,57
6.0,42.0,45.0,0.017619965158470943,0,42C_45min,11.25,10
4.0,43.0,45.0,0.06326480616884429,1,43C_45min,45.0,19
4.0,43.0,45.0,0.05102339559159741,1,43C_45min,45.0,40
2.0,43.0,45.0,0.06387775260066697,1,43C_45min,45.0,38
8.0,43.0,45.0,3.682148458020826e-05,1,43C_45min,45.0,49
4.0,43.0,45.0,0.061579860015236076,1,43C_45min,45.0,1
8.0,42.0,45.0,0.0007820566501144434,0,42C_45min,11.25,8
8.0,42.0,45.0,0.0006439717425798522,0,42C_45min,11.25,21
2.0,44.0,30.0,0.007272108473915729,2,44C_30min,60.0,17
0.0,44.0,30.0,0.0163356621961704,2,44C_30min,60.0,44
6.0,42.0,45.0,0.022822688054323047,0,42C_45min,11.25,64
0.0,42.0,45.0,0.53,0,42C_45min,11.25,13
0.0,42.0,45.0,0.522876943259146,0,42C_45min,11.25,8
4.0,42.0,45.0,0.24445994064975188,0,42C_45min,11.25,41
6.0,44.0,30.0,0.0003233175344546683,2,44C_30min,60.0,40
2.0,44.0,30.0,0.010146424507694722,2,44C_30min,60.0,12
4.0,42.0,45.0,0.24080456072687614,0,42C_45min,11.25,20
8.0,44.0,30.0,0.0,2,44C_30min,60.0,50
8.0,42.0,45.0,0.0007930812706271214,0,42C_45min,11.25,47
4.0,44.0,30.0,0.007239621156601365,2,44C_30min,60.0,48
0.0,42.0,45.0,0.53,0,42C_45min,11.25,46
6.0,42.0,45.0,0.02452850748207587,0,42C_45min,11.25,65
8.0,42.0,45.0,0.000949318511110383,0,42C_45min,11.25,34
8.0,44.0,30.0,0.0,2,44C_30min,60.0,65
2.0,44.0,30.0,0.008080593717612905,2,44C_30min,60.0,3
8.0,44.0,30.0,8.09417703072729e-08,2,44C_30min,60.0,60
8.0,42.0,45.0,0.0011820182283492997,0,42C_45min,11.25,10
0.0,43.0,45.0,0.19049568144638282,1,43C_45min,45.0,57
6.0,44.0,30.0,0.00046914113031703013,2,44C_30min,60.0,11
4.0,42.0,45.0,0.2568957484049359,0,42C_45min,11.25,1
4.0,42.0,45.0,0.28507151668575975,0,42C_45min,11.25,34
4.0,44.0,30.0,0.008080593717612905,2,44C_30min,60.0,3
0.0,43.0,45.0,0.23553589472206843,1,43C_45min,45.0,65
0.0,42.0,45.0,0.53,0,42C_45min,11.25,63
6.0,43.0,45.0,0.009821078427645857,1,43C_45min,45.0,34
8.0,42.0,45.0,0.0012200276709164839,0,42C_45min,11.25,63
2.0,44.0,30.0,0.007046148714187866,2,44C_30min,60.0,32
2.0,42.0,45.0,0.2587341281589301,0,42C_45min,11.25,19
2.0,42.0,45.0,0.22670431267944674,0,42C_45min,11.25,48
8.0,42.0,45.0,0.000482328584454171,0,42C_45min,11.25,58
2.0,44.0,30.0,0.007831038610001565,2,44C_30min,60.0,15
0.0,43.0,45.0,0.15514037537537806,1,43C_45min,45.0,2
8.0,44.0,30.0,0.0,2,44C_30min,60.0,63
4.0,43.0,45.0,0.058407702897843125,1,43C_45min,45.0,29
6.0,44.0,30.0,0.0002648604163636399,2,44C_30min,60.0,63
6.0,42.0,45.0,0.027100243741740065,0,42C_45min,11.25,24
6.0,42.0,45.0,0.019409087605018565,0,42C_45min,11.25,15
8.0,42.0,45.0,0.0005456557286998968,0,42C_45min,11.25,2
6.0,43.0,45.0,0.0113629270653836,1,43C_45min,45.0,64
2.0,43.0,45.0,0.039398552199106915,1,43C_45min,45.0,25
6.0,42.0,45.0,0.02583590761121552,0,42C_45min,11.25,31
8.0,42.0,45.0,0.0006977948743095129,0,42C_45min,11.25,64
0.0,42.0,45.0,0.53,0,42C_45min,11.25,57
2.0,43.0,45.0,0.052920614311401555,1,43C_45min,45.0,47
4.0,42.0,45.0,0.3668301243816844,0,42C_45min,11.25,56
2.0,43.0,45.0,0.05184524940011536,1,43C_45min,45.0,13
2.0,43.0,45.0,0.056960118633909006,1,43C_45min,45.0,57
8.0,44.0,30.0,0.0,2,44C_30min,60.0,57
8.0,43.0,45.0,3.4908387334960274e-05,1,43C_45min,45.0,33
8.0,44.0,30.0,0.0,2,44C_30min,60.0,64
6.0,43.0,45.0,0.009980299251331811,1,43C_45min,45.0,55
8.0,44.0,30.0,2.4004660562954686e-09,2,44C_30min,60.0,38
8.0,43.0,45.0,4.87006741296131e-05,1,43C_45min,45.0,64
0.0,44.0,30.0,0.0233146869854963,2,44C_30min,60.0,11
8.0,43.0,45.0,3.429266480981037e-05,1,43C_45min,45.0,60
4.0,43.0,45.0,0.059541387085720016,1,43C_45min,45.0,10
6.0,44.0,30.0,0.0002920015093573872,2,44C_30min,60.0,53
4.0,44.0,30.0,0.008675392368330334,2,44C_30min,60.0,66
6.0,43.0,45.0,0.01572839967241514,1,43C_45min,45.0,50
6.0,44.0,30.0,0.0003230846352192245,2,44C_30min,60.0,7
4.0,42.0,45.0,0.21771463932884097,0,42C_45min,11.25,15
2.0,42.0,45.0,0.14401512871906794,0,42C_45min,11.25,46
2.0,42.0,45.0,0.3014830824159807,0,42C_45min,11.25,7
4.0,42.0,45.0,0.244113263116054,0,42C_45min,11.25,28
2.0,43.0,45.0,0.058754291166331796,1,43C_45min,45.0,28
2.0,44.0,30.0,0.010371193929556311,2,44C_30min,60.0,50
4.0,42.0,45.0,0.2800277969796405,0,42C_45min,11.25,39
2.0,44.0,30.0,0.007231887819972568,2,44C_30min,60.0,52
0.0,44.0,30.0,0.023542809341264036,2,44C_30min,60.0,45
2.0,43.0,45.0,0.05573660069915427,1,43C_45min,45.0,8
8.0,43.0,45.0,3.199474996429357e-05,1,43C_45min,45.0,3
4.0,42.0,45.0,0.251772446340136,0,42C_45min,11.25,10
2.0,42.0,45.0,0.1484623656628499,0,42C_45min,11.25,27
2.0,44.0,30.0,0.005446241017075777,2,44C_30min,60.0,63
0.0,44.0,30.0,0.02114021191118053,2,44C_30min,60.0,14
2.0,42.0,45.0,0.20440892678135755,0,42C_45min,11.25,44
4.0,44.0,30.0,0.007740457237847276,2,44C_30min,60.0,56
0.0,44.0,30.0,0.017975745300494665,2,44C_30min,60.0,51
8.0,42.0,45.0,0.0006681118976545829,0,42C_45min,11.25,0
0.0,44.0,30.0,0.022479205559863998,2,44C_30min,60.0,54
6.0,44.0,30.0,0.0003521147090522356,2,44C_30min,60.0,2
4.0,43.0,45.0,0.04704384373216177,1,43C_45min,45.0,30
6.0,44.0,30.0,0.0002380295680182066,2,44C_30min,60.0,43
2.0,42.0,45.0,0.24905065719320751,0,42C_45min,11.25,17
4.0,44.0,30.0,0.0076042855792623106,2,44C_30min,60.0,20
0.0,43.0,45.0,0.15980227474237732,1,43C_45min,45.0,50
4.0,42.0,45.0,0.28247977776636823,0,42C_45min,11.25,38
8.0,43.0,45.0,3.04393999973536e-05,1,43C_45min,45.0,41
0.0,44.0,30.0,0.026198626141944382,2,44C_30min,60.0,49
6.0,44.0,30.0,0.00025112459852834714,2,44C_30min,60.0,59
8.0,42.0,45.0,0.0007230788090241725,0,42C_45min,11.25,17
0.0,42.0,45.0,0.49016962098833955,0,42C_45min,11.25,41
0.0,44.0,30.0,0.02661320280560426,2,44C_30min,60.0,20
8.0,44.0,30.0,1.960352753605083e-07,2,44C_30min,60.0,27
2.0,44.0,30.0,0.010818736883364327,2,44C_30min,60.0,10
8.0,43.0,45.0,4.569779073853046e-05,1,43C_45min,45.0,52
0.0,42.0,45.0,0.53,0,42C_45min,11.25,43
6.0,42.0,45.0,0.0212058554530241,0,42C_45min,11.25,59
0.0,42.0,45.0,0.53,0,42C_45min,11.25,37
4.0,42.0,45.0,0.17812733674397208,0,42C_45min,11.25,59
8.0,43.0,45.0,4.651387436582746e-05,1,43C_45min,45.0,32
0.0,44.0,30.0,0.013196514473583299,2,44C_30min,60.0,10
0.0,43.0,45.0,0.13038140537327178,1,43C_45min,45.0,10
2.0,44.0,30.0,0.009602718540359519,2,44C_30min,60.0,48
4.0,42.0,45.0,0.22561319023869603,0,42C_45min,11.25,62
6.0,42.0,45.0,0.02313674487850844,0,42C_45min,11.25,49
2.0,43.0,45.0,0.05534899271992234,1,43C_45min,45.0,44
4.0,44.0,30.0,0.009554586336563621,2,44C_30min,60.0,23
2.0,42.0,45.0,0.2932856264930413,0,42C_45min,11.25,31
0.0,42.0,45.0,0.53,0,42C_45min,11.25,22
6.0,44.0,30.0,0.0002881978039356787,2,44C_30min,60.0,12
4.0,44.0,30.0,0.007803719409779902,2,44C_30min,60.0,8
2.0,42.0,45.0,0.16909546739577713,0,42C_45min,11.25,57
8.0,43.0,45.0,4.6413632937217134e-05,1,43C_45min,45.0,40
8.0,43.0,45.0,5.526809385451088e-05,1,43C_45min,45.0,9
2.0,42.0,45.0,0.25016425888496874,0,42C_45min,11.25,64
4.0,43.0,45.0,0.05184524940011536,1,43C_45min,45.0,13
8.0,44.0,30.0,0.0,2,44C_30min,60.0,40
8.0,44.0,30.0,0.0,2,44C_30min,60.0,18
8.0,43.0,45.0,2.479514429409957e-05,1,43C_45min,45.0,19
0.0,42.0,45.0,0.53,0,42C_45min,11.25,27
4.0,43.0,45.0,0.04462532883751257,1,43C_45min,45.0,8
4.0,44.0,30.0,0.0067975458580139085,2,44C_30min,60.0,12
8.0,42.0,45.0,0.0004681562446148984,0,42C_45min,11.25,13
4.0,44.0,30.0,0.009487884524488373,2,44C_30min,60.0,29
6.0,44.0,30.0,0.0003329826931789375,2,44C_30min,60.0,16
0.0,42.0,45.0,0.53,0,42C_45min,11.25,28
4.0,43.0,45.0,0.053998958307588475,1,43C_45min,45.0,62
2.0,44.0,30.0,0.012418592612086044,2,44C_30min,60.0,51
6.0,44.0,30.0,0.0003381417777382853,2,44C_30min,60.0,60
0.0,42.0,45.0,0.53,0,42C_45min,11.25,56
4.0,43.0,45.0,0.039114234186474583,1,43C_45min,45.0,59
8.0,44.0,30.0,0.0,2,44C_30min,60.0,8
8.0,42.0,45.0,0.0011575032764235794,0,42C_45min,11.25,42
0.0,44.0,30.0,0.026362094437311447,2,44C_30min,60.0,27
6.0,42.0,45.0,0.021941234620233178,0,42C_45min,11.25,52
6.0,43.0,45.0,0.012595953137433951,1,43C_45min,45.0,51
2.0,44.0,30.0,0.008754371083136068,2,44C_30min,60.0,49
2.0,42.0,45.0,0.3127229000502784,0,42C_45min,11.25,61
8.0,44.0,30.0,0.0,2,44C_30min,60.0,14
0.0,43.0,45.0,0.20574350799722016,1,43C_45min,45.0,43
2.0,44.0,30.0,0.007176426875591732,2,44C_30min,60.0,61
4.0,43.0,45.0,0.07542135481956519,1,43C_45min,45.0,50
0.0,43.0,45.0,0.14796098406903838,1,43C_45min,45.0,54
6.0,42.0,45.0,0.021871033427345657,0,42C_45min,11.25,61
8.0,44.0,30.0,0.0,2,44C_30min,60.0,41
6.0,42.0,45.0,0.022521629142072692,0,42C_45min,11.25,58
0.0,42.0,45.0,0.4326261553536171,0,42C_45min,11.25,51
0.0,43.0,45.0,0.17620466607617258,1,43C_45min,45.0,26
0.0,44.0,30.0,0.01870468754212051,2,44C_30min,60.0,65
2.0,43.0,45.0,0.05505842290129915,1,43C_45min,45.0,34
0.0,44.0,30.0,0.020406025563556543,2,44C_30min,60.0,18
8.0,44.0,30.0,0.0,2,44C_30min,60.0,54
6.0,44.0,30.0,0.00040713513780719506,2,44C_30min,60.0,29
4.0,42.0,45.0,0.23198889456227564,0,42C_45min,11.25,33
8.0,42.0,45.0,0.0006599937088407067,0,42C_45min,11.25,7
4.0,42.0,45.0,0.14401512871906794,0,42C_45min,11.25,46
8.0,42.0,45.0,0.0006271381311670316,0,42C_45min,11.25,15
2.0,43.0,45.0,0.03911135894150133,1,43C_45min,45.0,58
8.0,42.0,45.0,0.0004423298115942622,0,42C_45min,11.25,40
0.0,43.0,45.0,0.3352805944684927,1,43C_45min,45.0,45
2.0,42.0,45.0,0.3845234990120293,0,42C_45min,11.25,25
6.0,44.0,30.0,0.00020516977861502944,2,44C_30min,60.0,65
4.0,43.0,45.0,0.05998217200307215,1,43C_45min,45.0,56
8.0,43.0,45.0,3.0250347144502766e-05,1,43C_45min,45.0,15
6.0,43.0,45.0,0.010299183438232575,1,43C_45min,45.0,52
4.0,42.0,45.0,0.3006113745516211,0,42C_45min,11.25,45
4.0,43.0,45.0,0.05231872256114557,1,43C_45min,45.0,21
4.0,44.0,30.0,0.007312853408071638,2,44C_30min,60.0,43
6.0,43.0,45.0,0.012582579786998133,1,43C_45min,45.0,27
2.0,42.0,45.0,0.3307506808214698,0,42C_45min,11.25,60
6.0,42.0,45.0,0.021665385586426094,0,42C_45min,11.25,47
2.0,42.0,45.0,0.20777946407551895,0,42C_45min,11.25,24
4.0,44.0,30.0,0.007272108473915729,2,44C_30min,60.0,17
8.0,44.0,30.0,0.0,2,44C_30min,60.0,49
0.0,44.0,30.0,0.018741252671378925,2,44C_30min,60.0,42
4.0,43.0,45.0,0.04301762283002919,1,43C_45min,45.0,42
0.0,44.0,30.0,0.02126814911924058,2,44C_30min,60.0,19
4.0,42.0,45.0,0.3845234990120293,0,42C_45min,11.25,25
8.0,44.0,30.0,0.0,2,44C_30min,60.0,25
2.0,43.0,45.0,0.0525743439651781,1,43C_45min,45.0,15
8.0,43.0,45.0,4.089036969046941e-05,1,43C_45min,45.0,63
6.0,42.0,45.0,0.01779092383200583,0,42C_45min,11.25,54
8.0,42.0,45.0,0.00047822832732016574,0,42C_45min,11.25,31
4.0,43.0,45.0,0.05293236320182822,1,43C_45min,45.0,23
0.0,42.0,45.0,0.457315827989863,0,42C_45min,11.25,34
8.0,44.0,30.0,0.0,2,44C_30min,60.0,42
0.0,44.0,30.0,0.034416435474544496,2,44C_30min,60.0,66
2.0,42.0,45.0,0.3356607864801489,0,42C_45min,11.25,62
6.0,43.0,45.0,0.010286828892665894,1,43C_45min,45.0,60
6.0,42.0,45.0,0.025037151894059015,0,42C_45min,11.25,41
2.0,44.0,30.0,0.007167822338885982,2,44C_30min,60.0,57
8.0,43.0,45.0,3.737530002132133e-05,1,43C_45min,45.0,53
2.0,44.0,30.0,0.010929553813511196,2,44C_30min,60.0,43
6.0,44.0,30.0,0.00026444055357749413,2,44C_30min,60.0,56
4.0,42.0,45.0,0.23561969034580735,0,42C_45min,11.25,37
